barcode,dateaccessioned,title,editionstatement,author,Subject,Callnumber,Shelving_location,itemtype,price
11162,1983-10-27,"PROGRAMMING WITH FORTRAN",1,"LIPSCHUTZ   ",Computer,"005.133 LIP ",,BK,39.00
11163,1983-10-27,"MODERN PHYSICS",1,"RAJAM J B",Computer,"530 RAJ",,BK,25.00
11164,1983-11-19,"UNIVERSITY PHYSICS HVOL 1 & 2 )",1,"MURTHY MOHANTY MISHRA",Computer,"530 MUR",,BK,40.00
11165,1983-11-19,"ENGINEERING THERMODYNAMICS",1,"GUPTA   ",Computer,"621.402 GUP",,BK,50.00
11166,1983-11-19,"THERMAL ENGINEERING (HEAT ENGINESI VOL 1",1,"BALLANEY P L",Computer,"621.402 BAL",,BK,57.50
11167,1983-11-19,"THERMAL ENGINEERING HHEAT ENGINES) VOL 1",1,"BALLANEY P L",COMPUTER,"621.402 BAL",,BK,57.50
11168,1983-11-22,"DIGITAL COMPUTER FUNDAMENTALS",1,"BARTEE THOMAS C",Computer,"004 BAR ",,BK,41.50
11169,1983-11-22,"PROGRAMMING WITH BASIC",1,"GOTTFREID B S",COMPUTER,"005.133 GOT ",,BK,36.20
11170,1983-11-22,"BASIC ENGINEERING THERMODYNAMICS",1,"ROY CHAUDHARY",Computer,"621.402 CHO",,BK,27.00
11171,1983-11-22,"BASIC ENGINEERING THERMODYNAMICS",1,"ROY CHAUDHARY",Computer,"621.402 CHO",,BK,27.00
11172,1983-11-22,"BASIC ENGINEERING THERMODYNAMICS",1,"ROY CHAUDHARY",Computer,"621.402 CHO",,BK,27.00
11173,1983-11-22,"BASIC ENGINEERING THERMODYNAMICS",1,"ROY CHAUDHARY",Computer,"621.402 CHO",,BK,27.00
11174,1983-12-14,"ENGINEERING PHYSICS",1,"GAUR   ",Computer,"530 GAU",,BK,50.00
11175,1984-06-01,"VECTOR MECH FOR ENGINEERS HSTATICSI",1,"F P BEER   ",Computer,"620.103 BEE",,BK,98.45
11176,1984-06-01,"VECTOR MECH FOR ENGINEERS (STATICS)",1,"F P BEER   ",Computer,"620.103 BEE",,BK,98.45
11177,1984-06-01,"VECTOR MECH FOR ENGINEERS (STATICS)",1,"F P BEER   ",Computer,"620.103 BEE",,BK,98.00
11178,1984-06-01,"VECTOR MECH FOR ENGINEERS (STATICS)",1,"F P BEER   ",Computer,"620.103 BEE",,BK,98.45
11179,1983-12-14,"VECTOR MECH FOR ENGINEERS (STATICS)",1,"BEER F P",Computer,"620.103 BEE",,BK,98.00
11180,1984-06-01,"VECTOR MECH FOR ENGINEERS (DYNAMICSI",1,"BEER F P   ",Computer,"620.104 BEE",,BK,98.45
11181,1984-06-08,"VECTOR MECH FOR ENGINEERS (DYNAMICS)",1,"BEER F P",Computer,"620.104 BEE",,BK,98.00
11182,1984-06-01,"VECTOR MECH FOR ENGINEERS (DYNAMICSI",1,"BEER F P   ",Computer,"620.104 BEE",,BK,98.45
11183,1984-06-01,"VECTOR MECH FOR ENGINEERS (DYNAMICS)",1,"BEER F P",Computer,"620.104 BEE",,BK,98.00
11184,1984-06-01,"VECTOR MECH FOR ENGINEERS (DYNAMICSI",1,"BEER F P   ",Computer,"620.104 BEE",,BK,98.45
11185,1984-06-01,"ENGINEERING MECHANICS",1,SHAMES,Computer,"620.1 SHA",,BK,48.00
11186,1984-06-01,"ENGINEERING MECHANICS",1,SHAMES,Computer,"620.1 SHA",,BK,48.00
11187,1984-06-01,"ENGINEERING MECHANICS",1,"MCLEAN   ",Computer,"620.1 MCL",,BK,43.45
11188,1984-06-01,"TEXTBOOK OF APPLIED MECHANICS",1,"RAMAMURTHAM S",Computer,"621.3 RAM",,BK,30.00
11189,1984-06-01,"TEXTBOOK OF APPLIED MECHANICS",1,"KHURMI R S",Computer,"621.3 KHU",,BK,32.50
11190,1984-06-01,"ENGINEERING MECHANICS",1,"TIMOSHENCO   ",Computer,"620.1 TIM",,BK,82.50
11191,1998-01-06,"ENGINEERING MECHANICS",1st,TIMSHENKO,Computer,"620.1 TIM",,BK,82.50
11192,1984-10-01,"SURVEYING VOL 1",1,"PUNMIA B C",Computer,"624.1 PUN",,BK,32.50
11193,1984-10-01,"SURVEYING VOL Q",1,"PUNMIA B C",Computer,"624.1 PUN",,BK,32.50
11194,1984-10-01,"SURVEYING VOL 1",1,"PUNMIA B C",Computer,"624.1 PUN",,BK,32.50
11195,1984-10-01,"PLANNING AND DESIGNING BUILDINGS",1,"SANE Y S",Computer,"624 SAN",,BK,40.00
11196,1984-10-01,"PLANNING AND DESIGNING BUILDINGS",1,"SANE Y S",Computer,"624 SAN",,BK,40.00
11197,1984-10-01,"PLANNING AND DESIGNING BUILDINGS",1,"SANE Y S",Computer,"624 SAN",,BK,40.00
11198,1984-10-01,"PLANNING AND DESIGNING BUILDINGS",1,"SANE Y S",Computer,"624 SAN",,BK,40.00
11199,1984-10-01,"SURVEYING F PLANNING PART 1",1,"KANITKAR   ",Computer,"624 KAN",,BK,35.00
111100,1984-10-01,"SURVEYING & PLANNING PART 1",1,"KANITKAR   ",Computer,"624 KAN",,BK,35.00
111101,1984-10-01,"SURVEYING & PLANNING --I",1,"KANETKAR   ",Computer,"624 KAN",,BK,35.00
111102,1984-10-01,"SURVEYING & PLANNING -- I",1,"KANETKAR   ",Computer,"624 KAN",,BK,35.00
111103,1984-10-01,"SURVEYING & PLANNING--I",1,"KANETKAR   ",Computer,"624 KAN",,BK,35.00
111104,1984-10-01,"BUILDING DRAWING",1,SHSH,Computer,"690 SHA",,BK,28.00
111105,1984-10-01,"BUILDING DRAWING",1,SHAH,Computer,"690 SHA",,BK,28.00
111106,1984-10-01,"BUILDING DRAWING",1,SHAH,Computer,"690 SHA",,BK,28.00
111107,1984-10-01,"BUILDING DRAWING",1,SHAH,Computer,"690 SHA",,BK,28.00
111108,1984-01-13,"ENGINEERING MECHANICS",1,"TIMOSHENCO   ",Computer,"620.1 TIM",,BK,82.50
111109,1984-01-13,"ENGINEERING MECHANICS",1,TIMOSHENCOX,Computer,"620.1 TIM",,BK,82.00
111110,1984-01-13,"ENGINEERING MECHANICS",1,"TIMOSHENCO   ",Computer,"620.1 TIM",,BK,82.00
111111,1984-01-13,"ENGINEERING MECHANICS",1,"ARCHIE HIGDON",Computer,"620.1 HIG",,BK,29.00
111112,1984-01-13,"ENGINEERING MECHANICS",1,"ARCHIE HIGDONX",Computer,"620.1 HIG",,BK,29.00
111113,1984-01-13,"ENGINEERING DRAWING",1,"PARKINSON A C",Computer,"620.1 PAR",,BK,20.00
111114,1984-01-13,"MACHINE DRAWINGX",1,"BHAT N.D.",Computer,"604.2 BHA",,BK,25.00
111115,1984-01-13,"MACHINE DRAWINGX",1,"BHAT N.D.",Computer,"604.2 BHA",,BK,25.00
111116,1984-01-13,"MACHINE DRAWING",1,"BHAT N.D.X",Computer,"604.2 BHA",,BK,25.00
111117,1984-01-13,"MACHINE DRAWING",1,"BHAT N.D.X",Computer,"604.2 BHA",,BK,25.00
111118,1984-01-13,"MACHINE DRAWING",1," BHAT N.D.",Computer,"604.2 BHA",,BK,25.00
111119,1984-01-17,"SURVEYING VOL.1X",1,"PUNIMA B.C.X",Computer,"624 PUN",,BK,32.50
111120,1984-01-17,"SURVEYING VOL I",1,"PUNMIA B C",Computer,"624 PUN",,BK,32.50
111121,1984-01-17,"FUNDAMENTAL OF ENGG DRAWING",1,"LUZADDER WARREN J",Computer,"604.2 LUZ",,BK,80.00
111122,1984-01-17,"TEXTBOOK OF APPLIED MECHANICS",1,"RAMAMRUTHAM S",Computer,"620.1 RAM",,BK,35.00
111123,1984-01-17,"ENGG  MECHANICS",1,MCLEAN,Computer,"620.1 MCL",,BK,43.45
111124,1984-01-17,"TEXTBOOK OF APPLIED MECHANICS",1,"KHURMI R S",Computer,"620.1 KHU",,BK,32.50
111125,1984-10-02,"POCKET OXFORD DICTIONARY",1,"OXFORD PRESS",Computer,"620.1 ",,BK,33.75
111126,1984-02-13,"COLLECTION OF PROBLEMS IN THEO MECHANICS",,,Computer,"620.1 ",,BK,15.00
111127,1984-02-13,"COLLECTION OF PROBLEMS IN THEO MECHANICS",,,Computer,"620.1 ",,BK,15.00
111128,1984-01-13,"COLLECTION OF PROBLEMS IN THEO MECHANICS",,,Computer,"620.1 ",,BK,15.00
111129,1984-02-13,"COLLECTION OF PROBLEMS IN THEO MECHANICS",,,Computer,"620.1 ",,BK,15.00
111130,1984-02-13,"COLLECTION OF PROBLEMS IN THEO MECHANICS",,,Computer,"620.1 ",,BK,15.00
111131,1984-02-13,"ISI CODE OF PRACTICE (GEN ENGG DRAWINGI",1,,Computer,"604.2 KHU",,BK,55.00
111132,1984-03-01,"ENGG DRAWING WITH PROBLEMS F SOLUTIONS",1,,Computer,"604.2 KHU",,BK,22.00
111133,1984-03-01,"ENGG MECHANICS & SRENGTH OF MATERIALS",1,MALHOTRA,Computer,"620.1 MAL",,BK,30.00
111134,1984-03-01,"ENGG MECHANICS F STRENTH OF MATERIALS",1,"KHURMI R S",Computer,"620.1 MAL",,BK,27.50
111135,1984-03-01,"APPLIED THERMODYNAMICS",1,"BALLANEY P L",Computer,"621.402 BAL",,BK,22.50
111136,1984-03-01,"BUILDING CONSTRUCTION",1,RANGWALLA,Computer,"624 RAN",,BK,40.00
111137,1984-03-01,"BUILDING CONSTRUCTION",1,RANGWALLA,Computer,"624 RAN",,BK,40.00
111138,1984-03-01,"TEXTBOOK OF APPLIED MECHANICS",1,"KHURMI R S",Computer,"620.1 KHU",,BK,32.50
111139,1984-03-01,"TEXTBOOK OF APPLIED MECHANICS",1,"KHURMI R S",Computer,"620.1 KHU",,BK,32.50
111140,1984-04-01,"TEXTBOOK OF APPLIED MECHANICS",1,"KHURMI R S",Computer,"620.1 KHU",,BK,32.50
111141,1984-01-04,"ENGG MECHANICS",1,NAGARKAR,Computer,"620.1 NAG",,BK,30.00
111142,1984-01-04,"ENGG MECHANICS",1,NAGARKAR,Computer,"620.1 NAG",,BK,30.00
111143,1984-01-04,"FUNDAMENTALS OF ELECTRICAL ENGINEERING AND ELECTRONICS",1,"THERAJA B L","E &amp; TC","621.3 THA",,BK,38.00
111144,1984-01-04,"ELEMENTS OF ELECTRICAL F MECH ENGG",1,"THERAJA B L",Computer,"621.3 THA",,BK,35.00
111145,1984-01-04,"BUILDING CONSTRUCTION",1,SUSHILKUMAR,Computer,"624 SUS",,BK,35.00
111146,1984-04-22,"TEXTBOOK OF APPLIED MECHANICS",1,"KHURMI R S",Computer,"620.1 KHU",,BK,32.50
111147,1984-04-22,"TEXTBOOK OF APPLIED MECHANICS",1,"KHURMI R S",Computer,"620.1 KHU",,BK,32.50
111148,1984-04-30,"ENGG MECHANICS",1,MCLEAN,Computer,"620.11 MCL",,BK,43.45
111149,1984-09-07,"LINEAR CIRCUITS",1,"V VALKENBURG","E &amp; TC","621.3192 VUL",,BK,
111150,1984-07-09,"LINEAR CIRCUITS",1st,"VALKENBERG VAN   ","E &amp; TC","621.3192 VUL",,BK,
111151,1984-09-07,"ELECTRONIC CIRCUIT & APPLICATION",1,"BERNARD GEOF","E &amp; TC","621.3817 BER",,BK,
111152,1984-09-07,MICROELECTRONICS,1,"MILLMAN J","E &amp; TC","621.38412 MIL",,BK,103.83
111153,1984-09-07,MICROELECTRONICS,1,"MILLMAN J","E &amp; TC","621.38412 MIL",,BK,103.83
111154,1984-09-07,"INTRODUCTION TO ELECTRONICS",1,"RAO K J M","E &amp; TC","621.381 RAO",,BK,19.00
111155,1984-09-07,"ELECTRONIC FUNDAMENTALS F APPLICATIONS",1,"RYDER J","E &amp; TC","621.381 RYD",,BK,42.00
111156,1984-09-07,"ELECTRONIC DEVICES & CIRCUITS",1,"BAPAT Y N","E &amp; TC","621.3815 BAP",,BK,33.00
111157,1984-09-07,"SOLID STATE ELECTRONIC DEVICES",1,"BERNARD GEOF","E &amp; TC","621.382 STR",,BK,39.00
111158,1984-09-07,"ELECTRONIC COMMUNICATION",1,"RODDY D","E &amp; TC","621.382 ROD",,BK,49.00
111159,1984-09-07,"DIGITAL ELECTRONICS",1,"GOTHMAN W H","E &amp; TC","621.395 GOT",,BK,35.00
111160,1984-09-07,"NETWORKS LINES AND FIELDS",1,"RYDER J D","E &amp; TC","621.38215 RYD",,BK,39.00
111161,1984-09-07,"INTRODUTION TO OPERATIONAL AMPLI & APPLI",1,XX,"E &amp; TC","621.395 MHK",,BK,95.70
111162,1984-09-07,"ELECTRONIC CIRCUITS",1,"SCHILLING BELLEC","E &amp; TC","621.3817 SCH",,BK,89.90
111163,1984-09-07,"INTEGRATED ELECTRONICS",1,"MILLMAN J","E &amp; TC","621.3815 MIL",,BK,98.60
111164,1984-09-07,"SOLID STATE ELECTRONIC CIRCUITS",1,MANERA,"E &amp; TC","621.395 MAN",,BK,101.50
111165,1984-09-07,"BASIC CIRCUIT THEORY",1,DESOER,"E &amp; TC","621.3192 DES",,BK,103.85
111166,1984-09-07,"BASIC ELECTRONICS FOR SCIENTISTS",1,BROPHRY,"E &amp; TC","621.381 BRO",,BK,87.00
111167,1984-09-07,"ELECTRONIC DEVICES AND CIRCUITS",1,"MILLMAN J","E &amp; TC","621.3815 MIL",,BK,96.00
111168,1984-09-07,"ELECTRONIC FUNDAMENTALS AND APPLICATIONS",1,"MILLMAN J","E &amp; TC","621.3815 MIL",,BK,75.00
111169,1984-09-07,"LABORATORY COURSE IN ELECTRONICS",1,ROMLYS,"E &amp; TC","621.381 RAM",,BK,16.25
111170,1984-09-07,"INTRO TO SEMICONDUCTOR DEVICES",1,"RAO K J M",COMPUTER,"621.38152 RAO",,BK,16.00
111171,1984-09-07,"INTRO TO ELECTRICAL ENGG MATERIALS",1,INDULKAR,Computer,"621.3 IND",,BK,22.00
111172,1984-09-07,"ELEMENTS OF APPLIED  MATHEMATICS",1,WARTIKAR,Computer,"510 WAR",,BK,60.00
111173,1984-09-07,"ELEMENTS OF APPLIED  MATHEMATICS",1,WARTIKAR,Computer,"510 WAR",,BK,60.00
111174,1984-09-07,"ELEMENTS OF APPLIED  MATHEMATICS",1,WARTIKAR,Computer,"510 WAR",,BK,60.00
111175,1984-09-07,"ELEMENTS OF APPLIED  MATHEMATICS",1,WARTIKAR,Computer,"510 WAR",,BK,60.00
111176,1984-09-07,"ADVANCED ENGG MATHEMATICS",1,"KREYSZEG E",Computer,"510 KRE",,BK,
111177,1984-09-07,MICROELECTRONICS,1,"MILLMAN J","E &amp; TC","621.384123 MIL",,BK,
111178,1984-09-07,MICROELECTRONICS,1,"MILLMAN J","E &amp; TC","621.38412 MIL",,BK,
111179,1984-09-07,MICROELECTRONICS,1,"MILLMAN J","E &amp; TC","621.38412 MIL",,BK,
111180,1984-09-07,"LINEAR DATA BOOK",,MANUAL,"E &amp; TC","621 NAS",,BK,
111181,1984-09-07,"TTL LOGIC DATA MANUAL",1,MANUAL,"E &amp; TC","621.38173 SIG",,BK,
111182,1984-09-07,"INTRODUCTION TO COMPUTERS",1,"DAVIS GORDON",COMPUTER,"004 DAV ",,BK,110.20
111183,1984-09-07,"INTRODUCTION TO COMPUTERS",1,"DAVIS GORDON",COMPUTER,"004 DAV ",,BK,110.20
111184,1984-09-07,"PROGRAMMING WITH BASIC",1,"GOTTFRIED BYRON",COMPUTER,"005.133 GOT ",,BK,14.50
111185,1984-09-07,"PROGRAMMING WITH BASIC",1,"GOTTFRIED BYRON",COMPUTER,"005.133 GOT ",,BK,14.50
111186,1984-09-07,"PROGRAMMING WITH BASIC",1,"GOTTERFRIED  BYRON   ",COMPUTER,"005.133 GOT ",,BK,14.50
111187,1984-09-07,"PROGRAMMING WITH BASIC",1,"GOTTFRIED BYRON",COMPUTER,"005.133 GOT ",,BK,14.50
111188,1984-09-07,"COMPUTER SYSTEM ARCHITECHTURE",1,"MORRIS MANO",COMPUTER,"004.22 MOR ",,BK,55.00
111189,1984-09-07,"COMPUTER SYSTEM ARCHITECHTURE",1,"MORRIS MANO",COMPUTER,"004.22 MOR ",,BK,55.00
111190,1984-09-07,"COMPUTER SYSTEM ARCHITECHTURE",1,"MANO M",COMPUTER,"004.22 MOR ",,BK,55.00
111191,1984-09-07,"COMPUTER SYSTEM ARCHITECHTURE",1,"MANO M",COMPUTER,"004.22 MOR ",,BK,55.00
111192,1984-09-07,"COMPUTER SYSTEM ARCHITECHTURE",1,"MANO MORRIS",COMPUTER,"004.22 MOR ",,BK,55.00
111193,1984-09-07,"INTRODUCTION TO COMPUTERS",1,"DAVIS GORDON",COMPUTER,"004 DAV ",,BK,110.20
111194,1984-09-07,"INTRO DUCTION TO COMPUTERS",1,"DAVIS GORDON",COMPUTER,"004 DAV ",,BK,110.20
111195,1984-09-07,"INTRODCTION TO COMPUTERS",1,"DAVIS GORDON",COMPUTER,"004 DAV ",,BK,110.20
111196,1984-09-07,"ELEMENTS OF STRENTH OF MATERIAL",1,TIMOSHENCO,Computer,"620.112 TIM",,BK,25.00
111197,1984-09-07,"SURVEYING & LEVELLING PART I",1,KANETKAR,Computer,"624 KAN",,BK,35.00
111198,1984-09-07,"TEXTBOOK OF APPLIED MECHANICS",1,"KHURMI R S",Computer,"620.1 KHU",,BK,32.50
111199,1984-09-07,"ELEMENTARY ENGINEERING DRAWING",1,"BHATT N D",Computer,"604.2 BHA",,BK,32.50
111200,1984-09-07,"ELECTRICAL TECHNOLOGY",1,HUGES,Computer,"621.31 HUG",,BK,40.75
111201,1984-07-09,"THE STRUCTURE AND PROPERTIES OF SK MATERIAL",1st,"MOFATT WILLIAM",Computer,"620.112 MOF",,BK,5.25
111202,1984-07-09,"THE STRUCTURE AND PROPERTIES OF SK MATERIAL",1st,"MOFATT WILLIAM",Computer,"620.112 MOF",,BK,5.25
111203,1984-07-09,"THE STRUCTURE AND PROPERTIES OF SK MATERIAL",1st,"MOFATT WILLIAM",Computer,"620.112 MOF",,BK,5.25
111204,1984-07-09,"BASIC ENGENNIRING THROMODYNAMICS",1st,"ROY CHOUDHARY",Computer,"621.402 ROY",,BK,
111205,1984-07-09,"MACHINE DRAWING",1st,"BHATT N D",Computer,"604.2 BHA",,BK,
111206,1984-07-09,"STRENGHT OF METERIALS",1st,"RAMAMURTHAM S",Computer,"620.112 RAM",,BK,42.50
111207,1984-07-09,"STRENGHT OF METERIALS",1st,"RAMAMURTHAM S",Computer,"620.112 RAM",,BK,42.50
111208,1984-07-09,"STRENGHT OF METERIALS",1st,"RAMAMURTHAM S",Computer,"620.112 RAM",,BK,42.50
111209,1984-07-09,"STRENTGHT OF METERIAL",1st,"RAMAMURTHAM S",Computer,"620.112 RAM",,BK,42.50
111210,1984-07-09,"STRENGHT OF METERIALS",1st,"RAMAMURTHAM S",Computer,"620.112 RAM",,BK,42.50
111211,1984-07-09,"OPERATING SYSTEMS",1st,"MANDNICK STUART   ",COMPUTER,"005.43 MAN/DON",,BK,
111212,1984-07-09,"A DISCIPLINE OF PROGRAMMING",1st,"DJIKISTRA E W",COMPUTER,"005.1 DJI",,BK,179.55
111213,1984-07-09,"INTRODUCTION TO MICROCOMPUTERS",1st,"OSBORNE A",COMPUTER,"004.16 OSB",,BK,36.00
111214,1984-09-07,"STRUCTRED COMPUTER ORGANISATION",1,"TANENBAUM A S",COMPUTER,"004.22 TAN ",,BK,45.00
111215,1984-09-07,"PRINCIPELS OF OPERATIONS RESEARCH",,"WAGNER H M",Computer,"658.4034 WAG",,BK,35.00
111216,1984-09-07,"DIGITAL INTEGRATED ELECTRONICS",1,"TAUB   ","E &amp; TC","621.38173 TAU",,BK,
111217,1984-08-27,"FIRST COURSE IN NUMERICAL ANALYSIS",1,"RALSTON A",COMPUTER,"519.4 RAL",,BK,8.75
111218,1984-08-27,"COMPUTER ORGANISATION & PROGRAMMING",1,"GEAR W",COMPUTER,"004.22 GEA ",,BK,8.75
111219,1984-08-27,"MASTERING COMPUTER PROGRAMMING",1,GOSLING,COMPUTER,"005.1 GAS ",,BK,
111220,1984-08-27,"COBOL PROGRAMMING",1,HUTTY,COMPUTER,"005.133 HUT ",,BK,
111221,1984-08-27,"MASTERING PASCAL PROGRAMMING",1,HUGGINS,COMPUTER,"005.133 HUG ",,BK,
111222,1984-08-27,"MASTERING ELECTRONICS",1,WATSON,"E &amp; TC","621.381 WAT",,BK,
