userId,bookId,rating
3301,6706,1
3301,7107,3
3301,7184,5
3240,1390,2
3240,1403,3
3240,3925,5
3240,4110,4
3240,4407,2
3240,4967,1
3240,6237,1
3240,6295,5
3240,6486,3
3240,6541,2
3240,6576,4
3240,6650,2
3240,6815,5
3240,7229,2
3302,348,1
3302,2957,5
3302,3291,1
3302,3771,1
3302,6625,2
3303,794,4
3303,1395,4
3303,1936,3
3303,4186,1
3303,4407,3
3303,5113,1
3303,5738,3
3303,5893,5
3303,5913,5
3304,1184,5
3304,5545,5
3305,119,1
3305,457,5
3305,1203,2
3305,1578,1
3305,1892,1
3305,2725,3
3305,2946,1
3305,3179,3
3305,3582,5
3305,3635,1
3305,4349,5
3305,6684,1
3305,6813,1
3305,7111,5
3305,8716,3
3305,9645,5
3306,1878,2
3306,3185,1
3241,4485,4
3307,48,4
3307,198,2
3307,205,3
3307,728,5
3307,769,4
3307,1339,2
3307,1358,4
3307,1610,5
3307,1862,3
3307,3032,1
3307,3771,5
3307,3914,1
3307,4055,3
3307,4349,3
3307,4967,5
3307,5635,1
3307,5810,2
3307,5883,3
3307,6589,3
3307,6593,1
3307,6649,1
3307,7220,2
3307,8556,3
3308,1390,4
3308,4069,1
3308,4407,2
3308,6258,1
3308,6455,1
3308,6468,5
3308,6643,2
3308,7110,3
3309,687,2
3309,5793,4
3309,11625,1
3310,513,4
3310,1382,3
3310,3220,4
3310,4939,1
3310,6846,3
3310,11475,1
3311,728,5
3311,739,5
3311,2131,5
3311,3221,3
3311,3476,1
3311,4588,4
3311,4753,3
3311,5445,2
3311,5627,4
3311,6303,2
3311,7194,3
3311,7195,5
3313,392,2
3313,3470,2
3313,4550,5
3313,5464,1
3313,11835,4
3315,142,3
3315,728,4
3315,1815,5
3315,1936,2
3315,4186,3
3315,4407,4
3315,5776,5
1,348,4
1,4027,5
1,6510,4
7,348,2
7,2663,2
7,3788,3
7,4321,5
7,4485,1
7,4706,4
7,5567,3
7,5613,3
7,6625,1
7,6733,5
7,6744,4
7,6785,4
7,7215,1
7,7217,2
7,7219,3
15,348,1
15,4921,2
15,5135,5
20,4013,5
20,4321,5
20,4925,5
21,4813,4
23,783,4
24,6625,5
24,6804,4
28,4967,4
29,649,4
29,1103,5
29,4027,4
29,4321,4
29,4394,2
29,4753,2
29,4810,2
29,6303,1
29,6625,4
29,6744,2
35,783,3
35,1851,5
35,2663,2
35,7217,2
38,6625,4
40,5397,3
42,6156,1
43,4810,3
43,6231,2
43,6988,3
45,649,4
45,6183,4
52,5825,1
54,6625,3
56,7174,3
59,3046,1
63,1203,1
64,2909,5
67,6036,4
68,5613,4
68,6625,5
69,3221,2
71,4815,5
71,4975,4
71,5572,2
72,4321,4
77,111,1
77,783,4
77,2158,5
77,4321,3
77,6625,1
78,4485,2
78,6834,4
79,111,3
79,348,3
79,1742,4
79,9028,3
80,1815,4
80,3451,4
80,4186,5
80,4407,1
80,4765,1
80,5335,3
80,5449,1
80,6704,1
83,1841,1
83,4562,5
84,1203,1
84,1225,1
84,2619,2
84,4310,1
84,4405,3
84,4410,5
84,5305,5
84,5465,3
84,5676,5
84,6204,5
84,6744,4
85,2909,4
86,1310,2
86,1878,2
86,2158,4
86,3221,3
86,4410,2
86,4921,4
86,6129,2
86,6625,4
87,142,1
87,783,3
87,1310,2
87,1878,2
87,2663,4
87,4321,2
87,4407,2
87,4813,3
87,4925,4
87,6129,1
87,6176,1
87,6303,4
87,6697,4
87,6744,3
87,7219,5
88,425,1
88,4167,2
88,5613,5
89,1101,2
89,1841,4
89,3291,3
89,3347,5
89,5206,5
89,6598,1
89,6714,1
89,7150,4
89,7215,2
89,12123,3
90,783,2
90,2974,2
90,3838,3
90,5613,2
90,6625,1
92,6015,2
92,6410,1
92,7051,3
92,7064,1
92,11934,5
93,4321,2
94,347,5
94,649,3
94,5172,4
97,2502,1
97,2957,5
97,3345,3
97,6625,1
101,4321,3
101,5613,2
101,6864,2
102,2663,3
102,4485,4
102,6625,4
102,7219,4
103,2663,4
103,4321,4
103,5216,3
103,6744,3
103,6780,2
103,6864,4
103,7219,4
104,2957,4
104,5335,4
105,794,1
105,3321,1
106,6625,2
106,11554,1
111,2957,4
111,5613,4
111,6790,5
111,7219,1
115,4396,1
115,6733,1
116,5913,2
117,4999,3
119,2957,5
119,4141,1
119,4921,1
119,5837,4
119,6625,1
119,11973,5
120,6263,2
123,3221,4
123,4027,4
123,4321,2
123,6625,4
123,6780,1
123,11331,3
124,794,3
124,4321,2
124,5705,1
124,6744,2
125,1103,3
125,6459,5
126,3193,4
127,348,1
127,7078,4
128,383,5
128,1310,2
128,4027,4
128,4321,1
128,4810,3
128,6176,3
128,6733,5
128,6780,3
129,2957,4
129,6510,1
130,6959,5
133,3451,2
133,6770,5
135,3193,2
135,3345,1
135,4110,3
135,4407,5
135,4537,2
137,111,4
137,1578,1
137,1878,4
137,2663,5
137,4321,5
137,4451,4
137,6010,2
137,6625,2
137,6722,3
137,7219,5
138,2957,3
140,1493,1
140,1878,2
140,3866,4
140,4407,2
142,34,5
142,7217,2
142,11672,4
143,348,1
144,3185,5
144,3221,3
144,4027,2
144,6697,5
146,6613,2
146,12123,5
147,1878,1
148,5717,3
148,6625,2
148,6844,4
148,6949,5
149,5613,5
150,3346,2
150,4921,5
151,4513,2
152,4407,4
152,5613,1
152,6625,5
153,7213,4
158,2957,5
158,3277,5
158,4151,5
158,5002,5
158,5172,5
158,6625,5
158,6733,3
162,5837,2
162,6473,4
162,6988,4
163,383,3
163,3046,3
163,5567,1
163,6625,1
163,6768,2
166,4407,1
166,5516,3
166,11917,5
168,3562,5
168,5197,4
168,6156,4
168,6893,2
168,7173,1
168,7182,4
168,11471,3
169,783,2
169,2146,1
169,2663,1
169,4140,4
169,6790,2
169,6987,4
170,6013,3
170,6625,5
170,11601,1
171,649,3
171,1310,3
171,2393,5
171,3221,4
171,3451,5
171,5206,1
171,6259,1
171,6303,1
171,6949,1
171,7078,5
171,7149,5
173,6625,4
175,4319,2
175,4579,3
176,4306,1
176,6625,5
177,783,5
177,4394,4
177,5135,5
177,6790,5
177,6812,2
177,6922,4
178,6625,3
181,1878,3
181,3001,5
181,4706,4
181,5613,1
181,6183,5
181,6864,2
181,6866,3
181,7219,3
182,4810,1
184,1973,1
184,6990,4
184,7150,2
184,11672,4
187,348,1
187,1103,5
187,1310,4
187,2192,2
187,4490,3
187,4753,5
187,6625,1
191,4321,5
192,2997,5
192,4321,3
192,4810,4
193,4321,5
193,4810,4
193,6625,1
194,1815,5
196,4490,4
196,4810,3
196,6733,4
197,4407,5
197,4753,1
197,6129,3
197,6625,1
197,6705,5
197,6850,1
197,11917,1
200,4485,5
200,6625,2
204,6625,5
206,1677,4
206,6808,3
211,383,3
211,1103,4
211,1310,2
211,4810,3
211,5172,5
211,6303,5
211,6510,1
211,6625,3
211,6733,4
213,4490,1
213,4810,1
214,7216,4
216,1742,3
216,2131,5
216,2796,1
216,4321,5
216,5625,4
216,6183,4
216,6625,3
219,142,1
219,783,1
219,5397,1
219,5572,2
219,6774,4
220,11554,2
222,783,5
222,4321,2
222,4796,2
222,4925,1
222,4981,1
222,6625,4
222,6987,3
225,676,2
225,1815,2
226,1103,3
226,2957,2
226,3046,2
226,4167,4
226,4810,5
226,5530,5
226,5613,5
226,6625,2
226,11744,4
226,11917,5
227,4027,3
227,4921,1
227,5335,5
227,5465,4
227,6704,3
229,649,3
229,990,1
229,4394,3
234,1972,1
234,6733,2
238,984,3
238,2663,3
238,3345,2
238,4018,4
238,4167,5
238,4796,1
238,4942,3
238,5216,2
238,6582,3
238,7219,5
240,2957,4
242,4485,3
242,6840,1
243,1203,3
244,6625,2
246,6625,2
247,491,3
247,1817,2
247,5477,4
251,50,1
251,5613,5
251,11763,4
254,4321,3
255,4925,3
255,4981,1
255,5919,5
255,6372,3
255,6625,1
255,7078,1
255,7221,2
255,7225,5
259,6129,4
263,1841,1
263,2909,2
263,3291,2
263,4407,4
263,4753,5
263,5135,3
265,6988,3
266,6643,2
267,1815,1
267,2957,2
267,3788,1
267,11601,2
267,11638,2
275,5613,4
276,6625,2
277,4796,3
278,6733,5
279,1103,3
279,5135,5
279,5613,3
279,6988,1
279,11763,5
282,6625,2
285,4321,2
286,4027,2
286,5172,5
286,6625,5
286,11763,4
287,6625,3
289,2909,4
290,142,5
290,984,4
290,1103,2
290,1310,2
294,1310,2
294,3451,4
294,6864,4
296,3451,1
296,5613,4
299,984,5
299,1681,3
299,1949,4
299,2974,3
299,3984,4
299,5135,4
299,5613,3
299,6030,4
299,7091,5
302,4167,1
302,11763,3
303,2909,5
303,3345,5
303,7091,2
304,3398,2
309,119,2
309,4011,5
309,5925,2
311,984,3
311,3345,2
311,4027,3
312,119,3
312,4541,2
312,7091,2
313,649,1
314,3662,4
315,2974,5
315,2976,1
315,3060,5
315,3345,4
315,5201,3
315,6714,1
316,7248,5
318,783,2
318,984,2
318,1196,3
318,4306,2
318,4579,5
318,6010,1
318,6033,4
318,11981,1
319,1681,3
319,2909,1
320,3345,2
320,6541,4
321,3345,3
322,7091,4
326,119,5
326,984,5
326,2974,5
326,3345,2
326,5613,1
326,6183,4
327,119,4
327,984,3
327,1310,5
327,3345,3
327,5086,2
327,6222,5
327,6790,3
327,10073,3
327,11588,1
329,1878,1
329,3345,4
330,3345,4
330,6183,1
331,3221,4
334,984,2
334,7201,3
336,2158,5
336,3451,3
336,5613,1
336,5919,5
336,6242,5
336,6696,1
336,6988,2
336,7150,3
336,7216,3
337,119,1
337,1118,1
337,1310,3
337,4541,1
337,6683,3
337,7107,1
340,3185,1
340,11591,4
344,119,1
344,984,3
344,2989,1
344,4129,2
344,4540,3
347,1734,2
347,1822,1
347,3345,5
347,6949,3
349,11981,5
352,649,4
352,1101,2
352,1103,4
352,1310,3
352,2977,2
352,6687,5
352,6693,3
353,1817,3
354,3221,1
354,6176,2
356,119,3
356,348,2
356,984,1
356,2796,1
356,4035,5
356,5135,1
356,6183,5
356,6864,4
356,6965,2
356,7158,5
356,7204,3
356,10120,5
356,11763,1
356,12024,5
357,2997,2
357,4068,4
357,6248,3
357,6743,2
360,921,3
360,1841,2
360,5613,2
360,11812,1
366,2909,2
367,4765,1
368,984,1
368,2888,2
368,2909,5
368,3012,2
368,3345,4
368,5522,5
368,6250,3
368,6625,1
368,6671,1
368,6714,3
368,6791,5
368,6806,1
368,6952,3
368,6997,1
368,7225,3
371,5510,5
371,6242,4
371,6260,4
371,7039,5
373,5201,5
374,1677,1
374,5047,2
378,142,5
378,1103,1
378,3345,2
378,6683,4
378,7091,1
380,5613,2
380,6782,3
380,11591,3
380,11693,5
381,5135,5
381,5613,4
381,11973,4
383,119,2
383,984,3
383,1118,1
383,1310,4
383,2791,1
383,3185,3
383,4207,4
383,5801,1
383,6733,3
383,6864,1
383,7091,4
383,11945,4
384,4540,5
385,1311,1
385,1878,2
385,3345,3
385,4287,3
385,5613,3
386,119,5
386,990,3
