3382,8224,10355,6760,10482,4532,8200,195,57,6145,3063
3383,3960,5318,6730,325,10223,3898,1316,1183,5760,6735
3384,7616,4340,6690,2961,8085,2874,3313,5754,7999,8875
3385,7227,9649,8536,321,8066,2382,8680,9402,7775,1827
3250,9653,1344,10278,3751,2344,1815,7517,5906,5332,3327
3386,4589,8653,9717,5241,11445,9313,11658,9818,7925,11273
3387,1765,6307,1962,9493,4816,8077,3598,5389,2379,9238
3388,2672,8564,3928,5136,10440,11346,9796,9356,5982,9484
3389,3581,2905,10710,3782,4367,8567,9445,6784,3214,3299
3390,2970,780,6814,10891,6942,8390,28,7792,10083,3038
3391,1619,6596,4436,11408,101,1616,2100,5401,9503,7519
3392,7113,4027,482,4940,9455,1909,6135,10640,5062,3796
3393,7487,12015,7445,4202,9955,4465,10835,8707,8802,8480
3251,7428,5741,11527,929,8003,9546,8485,1295,2928,321
3394,11840,100,1693,4490,11495,5351,10913,2111,10413,2715
3395,2940,2542,7982,1684,8548,4735,9189,3453,5426,9633
3396,7218,567,1314,9913,5856,5836,292,4023,3315,5081
3397,4352,10552,10579,7151,1529,2499,7403,2345,5788,9517
3398,1533,1496,7880,5665,6697,12118,8195,6622,6244,1166
3399,9264,4976,6605,6363,56,7465,703,8596,5506,4514
3400,3429,2536,717,2773,6620,212,5388,4042,1788,1617
3252,3281,3295,8195,3686,4466,4013,8776,8222,3918,3117
3401,3953,2494,5178,11999,4135,4172,1506,5183,597,1277
3402,10313,11834,1698,5437,2673,3454,942,10991,10868,7245
3403,7308,11108,9269,9213,4497,8431,7227,2428,39,3026
3404,9565,3320,4233,8258,8334,8566,10912,4910,9886,9136
3405,3453,6058,1953,8617,3689,4769,10933,7575,11491,2848
3406,9136,6915,11461,2476,9533,8514,10555,408,11126,9229
3407,3623,7609,2297,1734,9901,7191,8496,3489,7765,9041
3408,9191,316,6918,8641,12096,10645,164,11302,185,11118
3409,10112,8576,7805,1159,8926,6938,11126,1469,3154,8785
3253,4209,11101,7760,1490,8954,3761,2704,4725,6919,8101
3410,3133,10818,11180,3272,9559,9824,5845,280,8691,6159
3411,10467,8513,12149,4105,5543,12035,7302,8111,6339,10614
3412,3575,1297,4358,9022,4598,5068,11540,8973,6572,6632
3413,5924,11595,11290,1045,9166,2833,7034,596,11086,11203
3414,3450,6929,9291,2481,9012,10505,1439,8130,4579,6007
3415,8923,2774,5546,7441,10242,6550,7184,7531,10183,3143
3416,695,9409,11446,2183,10419,1565,12041,11781,4178,1852
3417,10995,9411,1125,11237,12057,870,11270,4660,28,5336
3254,4296,888,9739,7933,7910,10347,105,11193,8261,2314
3418,7741,3145,8792,12103,11657,9343,11809,7887,10229,8611
3419,8825,11762,10174,1691,4257,991,7298,5813,909,5611
3420,9693,7831,1915,6901,1455,464,2002,11152,987,6584
3421,7989,9628,3996,6765,6869,6070,9746,9317,5815,8690
3422,8821,7724,8092,7006,1989,8527,8641,1991,3884,7528
3423,3928,9298,11743,4696,59,2003,10287,6303,3669,9726
3424,11056,4240,5859,4859,9873,9718,10952,12157,573,3377
3255,340,2679,11111,5210,10215,11406,1935,11341,8479,5288
3425,1535,3716,3079,3575,2781,9276,11533,4607,2858,9776
3426,3388,4322,10848,218,9681,2746,4578,4467,6432,219
3427,9654,1707,7005,11785,11813,988,10851,5098,9762,9627
3428,3655,380,1030,7946,5627,10459,3512,2132,11100,7935
3429,9216,3647,11143,5621,2865,3699,8521,2058,3057,4234
3256,5911,11955,1638,7181,8975,6218,404,9727,4755,7386
3430,8025,12037,9277,5383,1618,2946,8556,5999,4866,3926
3431,7884,4290,1704,369,4797,9450,3769,1945,3467,8962
3432,7424,8331,1907,1466,10511,7198,3921,805,4376,9709
3433,8328,8078,10722,8647,965,9840,1434,3020,4807,9341
3434,5694,4383,36,5783,7198,11592,5512,3115,11371,12114
3435,3812,1238,9823,6600,6887,10547,3573,7718,6322,2291
3436,288,7948,6013,8549,1492,8019,8439,6866,6000,181
3437,9259,566,62,184,6762,5060,7981,7927,6840,9329
3438,5519,12002,2333,9229,10551,11486,3367,6978,3762,1246
3439,7339,10855,12048,6757,2056,3846,407,1984,2053,4919
3440,10895,10119,2531,63,2113,9726,7474,5164,9607,1517
3257,7542,7559,10680,4802,11604,6945,5459,2809,4479,11808
3441,6978,5323,1780,6350,10967,5812,11397,9191,6917,1026
3442,4111,11055,8056,4813,4555,6784,7384,8055,1448,8119
3443,27,2891,8283,8186,5080,180,1159,1425,8903,5872
3444,1913,954,703,5210,8156,6403,8762,817,2805,11885
3258,7617,11961,2148,11126,12038,908,11985,3826,8444,299
3445,11364,9457,3600,3575,4198,9268,10593,9823,11316,1152
3446,12034,11463,10219,4033,8647,5627,1962,8186,1275,470
3447,6831,1681,1288,3110,7320,1360,1514,3505,9647,5830
3448,10418,6624,551,2148,8934,11093,3912,3355,11379,6216
3449,3733,307,1548,10896,11774,10748,9889,8152,7382,9362
3450,2840,8848,9886,755,6659,7500,8222,10070,4831,2990
3259,677,3535,11274,6069,6409,8460,9561,1969,7651,7252
3451,5884,5627,6084,7995,1932,1118,5918,10038,2017,1514
3452,1282,7734,1205,4812,9098,1018,4985,6253,2399,7942
3453,4199,10377,3974,10723,1076,6199,11660,302,10747,10119
3454,1094,9291,177,5302,11253,7791,5926,7132,10746,3698
3455,440,637,1462,4515,7994,6421,1145,7398,11495,10642
3456,6430,5510,9732,8927,1183,6900,4034,6072,6917,11526
3457,2943,10691,3501,8208,10916,5360,6295,2981,1804,6109
3235,5995,1808,3132,9700,5767,6410,11383,9699,3769,4576
3260,2892,9987,113,95,830,5455,11141,1212,11704,10376
3458,1168,928,10813,3827,10702,11704,10050,1313,9382,1927
3459,1996,9971,1614,6517,6117,2823,1012,2994,5316,10944
3261,4220,8608,1523,4049,804,3449,6159,1262,8792,6969
3460,9948,9400,6079,11532,3725,5618,11514,2894,6888,7911
3461,11499,8165,6929,380,4347,10919,5823,9148,11409,6929
3262,9467,7964,7592,2601,6991,4780,6777,6416,6651,11013
3263,4726,5288,2654,10723,6015,6282,8750,12124,5642,2054
3264,11846,9060,5830,1278,4282,1741,8278,159,10063,2796
3265,8443,2161,9412,7575,7302,9894,2094,4663,11236,196
3266,11019,7252,11375,2974,3905,4905,10629,11284,9495,11600
3267,11758,10137,8795,9325,11722,900,11114,7358,9102,7042
3268,11834,2168,3148,4037,11868,11067,1505,9481,5239,11218
3236,1594,9925,6366,10104,10394,2548,4307,11418,7909,6199
3269,10902,9540,9126,3630,6352,4209,4790,10015,206,9568
3270,11732,10699,9050,1989,3852,2931,5651,225,10175,4576
3271,7213,8587,5345,2126,5495,10368,11103,5262,3299,11298
3272,4120,8023,3496,5734,5433,776,2399,1966,4647,2341
3273,1715,8569,12059,10093,11363,8541,6312,9136,444,3873
3274,5270,4207,6301,2749,1851,645,9589,2997,2547,2714
3275,6375,1381,1922,1096,3349,8871,9974,10588,10407,10018
3276,11328,4058,9059,4971,4095,9271,1830,4328,5711,10548
3277,7743,5042,6470,9683,540,6313,306,1083,11285,8909
3237,8321,6773,6465,5632,4638,9892,2439,4218,4097,1950
3278,6002,10436,3834,9473,8256,8131,2107,2840,8823,7952
3279,11295,2073,145,5957,7755,9897,8273,2767,8229,4322
3280,4809,5073,9375,3280,1451,8810,1130,3355,3594,6216
3281,2925,3124,3147,9409,3194,8150,2666,4757,7898,6538
3282,1507,8277,9944,6449,3683,5799,1958,9160,6687,10606
3283,8870,10221,1927,7443,12131,9831,2985,3843,6979,3723
3284,11092,9994,9454,4644,5612,8603,11354,7547,4228,2737
3238,11496,5211,3060,11261,9186,5786,101,9786,5093,6252
3285,6006,141,8434,4674,11272,1377,4327,7382,9651,8849
3286,1907,9885,5692,11860,452,8807,8776,4069,5502,9378
3287,1379,10669,9435,2174,2946,8905,11627,5968,2298,10209
3288,8497,4406,277,6856,7081,5783,6571,6577,11397,5069
3289,2344,4174,1399,8033,8993,4976,11621,2657,6596,4897
3290,5919,7630,4177,1355,9147,4798,11125,10112,6679,6327
3291,1631,2583,11407,11245,10142,9324,12154,11436,10541,7556
3292,1450,9901,1532,9246,2839,12078,9883,7011,8489,8763
3293,3564,2071,9948,149,6042,1846,4734,9534,9065,7520
3239,7565,879,10357,8836,5176,1806,9946,9368,567,8616
3294,521,4179,2806,8859,9502,2115,8795,6418,1853,7091
3295,103,11972,3787,2708,2353,2466,9460,2201,6714,2083
3296,11358,8000,5227,10819,10804,9267,3128,2152,4422,985
3297,2132,8629,9817,1073,5113,9811,2157,3627,1968,11478
3298,861,8009,8003,9974,3853,7275,5298,11482,3848,6622
3299,5717,9090,4060,7359,5900,10357,8938,10613,10991,776
3300,2412,9318,7722,8603,9383,11350,6868,4037,8829,8127
3301,1027,8873,2187,1644,5406,7839,4708,2729,9259,3180
3240,7331,9369,10804,2016,11315,11592,7010,3259,10526,4047
3302,4456,8019,3650,5244,7519,4715,9005,5198,3110,2359
3303,7260,7461,8411,7738,1949,5287,11518,1773,9826,4601
3304,5297,6894,4806,3916,3612,10167,5632,10802,431,3053
3305,10114,3297,11606,8116,320,8477,12156,7385,6879,869
3306,4005,4814,8774,6854,6470,2653,5027,3382,3349,3110
3241,7529,2916,2216,5391,1143,883,470,12082,6920,763
3307,11908,12024,2503,9465,10224,9127,774,10809,8752,635
3308,4338,3549,8563,638,2960,1087,12096,4782,3769,11079
3309,5891,3395,7494,4453,4264,5233,4452,9777,7175,12006
3310,7785,1671,9688,1609,10529,7549,1413,12105,9336,6351
3311,1125,4763,2063,1906,1302,3517,1112,10982,8957,5575
3312,2653,2780,11582,2040,31,5020,11841,2531,3846,3272
3313,11500,9941,7931,4650,6271,5529,3184,10098,11213,5341
3314,5070,7237,4457,7239,6703,7166,2609,5059,8870,4972
3315,8788,8173,6950,2383,7295,2104,14,10077,3581,12060
3316,1756,4352,12048,687,7430,8835,3160,3815,9632,6578
1,4526,11854,3957,3939,2420,1304,1108,468,8768,5246
2,1586,614,7613,12035,6709,10612,2843,1470,544,8001
3,11167,8814,11620,11345,11253,11856,8678,564,9716,10438
4,5669,2828,9717,5554,1732,1171,3157,1612,204,5992
5,12116,8542,6915,4287,5045,12161,8362,451,7528,3079
6,4805,6157,752,6114,1457,8250,8160,150,4929,9729
7,9000,5304,11516,2115,11200,8656,5376,4154,8622,5363
8,5085,2300,5349,11901,1474,10598,8761,3754,891,10211
9,1950,4414,2872,11392,8419,8093,6312,6564,7704,9910
10,3473,5703,8259,8788,9768,7893,5410,7045,6856,10749
11,10150,10795,7419,9523,7438,5642,547,7266,3423,1488
12,3003,7570,2965,3427,9020,4267,11674,1160,2629,1850
13,513,482,9172,3506,7027,5933,11844,8678,8916,6542
14,8066,3869,8961,6341,1776,5636,6205,2013,12104,591
15,7595,5338,5381,2027,8219,10316,1632,63,4326,10651
16,7178,1306,8105,8829,4581,747,5851,2165,11674,10062
17,10172,5722,8159,11926,5745,4430,2897,2457,1390,234
18,8246,7493,3044,9062,7576,11775,7350,7630,5114,1705
19,5921,496,491,2934,2617,735,3679,10016,10067,9555
20,5000,1539,7253,7301,2482,8485,7098,8773,2813,5505
21,7368,8826,2064,870,6711,11109,11916,7773,10856,2553
22,8442,2483,11580,10343,4357,8364,1481,4548,3474,9736
23,11495,8463,3307,8121,12105,6163,8932,11467,336,5898
24,10942,4750,11308,10005,9170,2561,10374,11180,1212,9355
25,7107,6210,5036,4222,2175,2264,7749,1631,7747,10801
26,11290,216,1852,575,7288,6907,1522,8376,5605,5911
27,5429,7136,6922,6550,2885,6250,5085,651,4051,1798
28,5418,8505,3033,2152,10940,5247,6970,8463,2709,5330
29,7395,1786,2374,2842,10881,3555,3846,6236,9387,836
30,5293,8958,1172,11333,1813,545,593,6993,1264,9683
31,5616,4693,4842,3508,4128,3336,3707,6270,10501,860
32,601,4875,4889,5980,7297,8864,10965,4859,6709,957
33,11227,10679,11056,2623,9818,9487,11390,10118,8337,5632
34,12138,11632,4241,10493,3538,10505,4761,3062,9742,9114
35,6716,1710,6073,9826,9045,7738,618,4306,2590,8750
36,1948,1636,5637,3411,3624,8418,7008,4912,6041,7092
37,2237,299,5796,2875,1128,11386,8750,2056,3582,8429
38,8953,2773,10450,7292,11009,848,51,1613,578,3559
39,6421,7416,9617,11396,10917,3733,1007,12014,9693,11011
40,3141,3041,7801,3286,8873,5246,4417,4329,2610,5126
41,2628,7787,3728,7225,10009,3411,1632,3432,8153,4791
42,5719,6649,1837,884,3990,8552,346,9867,7329,4517
43,3373,497,3762,7376,9522,7024,8858,4708,4700,471
44,9201,5582,6409,8825,6161,4574,6212,11544,2104,9362
45,9060,5577,4879,10473,10405,2937,1616,9129,11983,8993
46,9527,10383,478,1653,2784,10180,4825,6037,12013,3150
47,3662,7983,10234,11726,1647,301,4536,4247,10052,11838
48,9624,678,779,7581,1802,11838,5045,5198,8021,5859
49,10867,2112,7792,9887,9249,11595,6279,167,9534,2712
50,6840,8372,9716,4182,9358,9610,3152,3065,10475,1380
51,3680,10512,1445,7641,5473,5458,9138,4220,7008,11096
52,11463,1408,5308,649,6933,3947,2612,1005,9929,327
53,1212,333,11768,457,11950,9490,6270,11999,1883,764
54,9514,4936,1181,5118,9833,6120,9358,364,4579,4854
55,1971,9057,10440,11148,8776,8538,3249,9570,10784,908
56,925,12120,97,2948,10547,11375,9102,3556,11528,6909
57,4260,5242,6894,778,4574,3922,6722,8141,8956,3361
58,7575,6154,5505,11784,2771,9153,2843,3058,8387,12033
59,597,5481,3841,1945,1826,5125,5783,11148,10106,2656
60,8503,4471,1705,8865,6366,9237,3844,577,7146,9276
61,1100,5411,8188,5165,3266,5700,7649,25,3007,4348
62,1005,4237,7853,4315,8427,8829,6992,5858,5641,1146
63,11016,9094,6541,1392,10151,11181,1138,1579,2785,6208
64,5219,7850,3955,7956,7447,8597,6441,10915,6981,68
65,10959,4274,4144,1789,932,8242,3026,4318,10471,10601
66,9810,1895,9564,3911,5392,3170,7876,10200,12008,4257
67,5970,2492,9246,8687,9137,6388,1728,6698,6012,8534
68,8376,5489,11091,5112,11391,2782,6949,12099,10625,10523
69,7166,5825,1766,4824,2447,5251,3599,2880,5640,11430
70,7999,2722,7190,12058,11224,5899,3701,291,11863,4741
71,4405,9338,509,9779,4344,7450,5260,5283,6915,4198
72,9053,4311,443,8221,3755,2424,8248,7664,6804,5161
73,8283,4946,8851,8901,4493,11816,3757,6850,7919,8828
74,8972,7703,10422,7330,8676,3490,11174,8186,729,7689
75,9488,6617,373,2509,8925,2272,6743,11405,10683,9614
76,1353,10401,1548,10429,4461,2076,11615,10374,8742,10065
77,8010,425,5911,7386,2555,4576,12027,801,11451,5219
78,4178,2429,10398,8252,7531,9556,10558,2649,10563,4454
79,7054,2395,1787,5587,7505,9997,5935,6507,7761,1082
80,5728,9814,11492,2314,9350,9630,6464,2319,6239,3372
81,7984,10769,11048,11872,416,4034,9185,3149,7289,8807
82,2962,6389,823,9785,11642,7057,9190,2432,3074,5364
83,4923,4111,3641,5617,10229,8097,5889,3264,8956,2055
84,9540,12026,7622,11494,3094,5584,6293,2662,3932,5811
85,6023,6527,91,1388,4976,2952,11430,8877,10606,5943
86,8885,11317,3065,7354,11392,2549,5529,6975,10792,965
87,6008,1479,7026,10395,1100,6231,2356,721,9194,2409
88,935,9845,4566,11397,4987,7019,1896,2766,9497,8396
89,9411,5003,3600,1498,3530,8836,7160,1585,3791,5417
90,1140,1174,3006,3185,8661,12021,4405,7020,7006,5911
91,4336,1811,2537,4617,3222,9191,3897,2541,10656,2752
92,41,11230,82,4832,7397,3911,10513,7771,10868,8145
93,11968,6871,11173,11087,2742,2036,10163,860,3290,9012
94,4848,9480,4805,10732,4074,10882,9302,10125,10695,11259
95,8329,8642,9058,11429,427,11603,10972,2590,9988,10815
96,11444,7068,11964,2533,4962,8542,1780,9978,1177,845
97,5135,9237,4743,4685,5719,2176,2966,6785,325,2814
98,8702,5128,11956,4130,12077,11335,11837,8376,7534,1563
99,8326,599,8360,7359,10826,4587,7914,159,10677,2214
100,4906,6429,3188,5170,11645,6344,3174,10043,4725,1061
101,11041,10316,11971,8282,198,3277,7630,6858,12055,8464
102,2044,11392,7839,2168,3115,6353,1821,4286,1052,12157
103,219,3503,9518,8690,1323,2883,4565,11098,992,3742
104,2757,1512,5921,6998,9209,10252,6462,11401,3473,1994
105,4133,6879,11109,2909,3584,2503,11333,1820,2086,6662
106,11784,10780,2588,10634,10075,8005,11780,7770,9788,8965
107,9255,6176,7575,2733,6078,4563,1556,4877,10955,1425
108,7204,328,2765,4252,8266,7882,3777,11962,10416,11259
109,1268,10336,2863,4812,6994,3950,785,9614,9059,3196
110,4027,1485,465,9045,1637,2717,5785,11004,3970,1110
111,5543,8717,5777,10208,4427,3333,1409,1304,53,2578
112,11044,6460,7942,158,2232,3639,6601,5785,9418,2777
113,7355,470,9855,2378,7465,6974,1874,7629,4496,4395
114,2262,10401,1149,11440,3415,7772,7767,9038,5568,12124
115,1426,7460,3224,11499,9069,973,4655,1917,4536,1378
116,9185,11046,10473,1340,7953,9690,10871,2256,6813,6342
117,8738,10854,548,5382,7073,3248,6315,2039,7799,4395
118,3333,9959,8756,4228,10713,1505,4040,2083,3965,7877
119,5907,554,10527,1421,11307,8359,6275,5907,8623,2028
120,3339,4964,6903,11787,6785,10968,7936,6709,4178,1612
121,6169,9913,3453,1393,1921,440,11950,6026,5708,11800
122,6118,6546,2608,6175,3952,1345,9027,11846,5980,7584
123,6182,540,2986,6953,3611,2371,11463,7323,3557,2953
124,4624,7018,11396,245,2001,2181,9383,12155,1146,11259
125,7130,3765,2280,5639,155,4438,12028,8748,11326,275
126,2988,9059,1912,1787,4728,10641,4537,628,11781,9646
127,4766,2414,9931,4010,11303,4662,3552,5138,3453,7237
128,10268,2195,1875,12017,9885,1689,707,3039,4743,715
129,1545,2214,1172,6531,10484,9469,247,11327,5267,9740
130,1834,2559,9550,11376,1258,9238,3939,1396,9665,9573
131,9645,562,6103,6948,11192,11331,3987,4066,8070,6905
132,11644,591,8908,1644,9049,12066,8997,6486,4394,6675
133,6142,10742,4694,11290,3705,1450,5844,2022,1038,11516
134,75,7472,8923,385,8470,4016,4235,9160,11509,9593
135,11815,9347,1111,9601,11411,8052,9227,2733,4950,8862
136,5497,290,4440,7621,3905,1484,6316,11262,557,6855
137,2228,4143,2401,1649,8208,11690,3366,4239,5314,9154
138,2188,1696,8336,62,7815,6289,1082,1271,9821,12147
139,10950,2821,3254,76,6373,9220,1160,3718,9783,5250
140,7489,4540,2151,6964,12034,3862,5884,3680,9215,9727
141,6743,9922,7714,7583,697,6347,6074,6125,2441,10997
142,7844,3755,4286,3872,8618,1810,7333,3306,1781,8914
143,11103,5132,708,7472,7699,6045,11620,1346,8186,1204
144,6699,10453,8680,8356,11510,8492,4716,8699,12047,5960
145,8045,5337,10094,11633,8196,9729,4440,33,1082,4332
146,7655,4967,9146,3534,11421,7710,6467,5349,1467,3284
147,11410,2538,6346,6048,7694,5657,718,1242,738,531
148,1627,3790,2235,10968,3691,2243,453,5471,887,10499
149,10493,9511,2990,2460,8394,9261,3394,7949,1144,9705
150,11875,719,10752,2898,5737,2628,10596,4556,10212,6130
151,324,10907,10282,4031,7712,8290,1491,2274,3348,4881
152,1142,9549,8338,2436,9041,11841,2685,11641,1669,7439
153,3206,8695,11120,846,6496,10169,3798,1496,5693,10347
154,4085,3466,4470,1762,4927,11364,8325,7265,11015,744
155,4173,8021,11234,5653,10732,4118,1273,11681,2579,5775
156,2084,9308,11438,6134,1817,6231,8664,11441,4709,2625
157,10838,1889,5936,1825,4429,279,444,8185,9705,10128
158,4601,6620,5078,10884,1535,2804,4238,2498,8655,4056
159,12114,3754,26,5657,4626,4787,3726,5433,2073,49
160,11141,575,11412,5257,8691,7555,11953,10620,8716,9835
161,11087,4972,10503,7449,2430,6382,10628,1962,8107,6822
162,10558,7284,2270,3920,7155,4286,8099,2469,549,6131
163,10005,4457,5786,869,9357,8611,11649,3456,5682,9774
164,12055,1725,11242,9052,3770,1932,11025,3904,8040,5292
165,4438,5805,9857,11129,11061,10345,7948,743,8712,1158
166,7045,3815,2403,8895,6142,45,5788,7052,277,445
167,6331,1020,5186,4739,5950,6830,9117,8511,781,7973
168,2315,10169,9147,4226,7267,5821,3017,3668,708,44
169,7128,7790,4613,7309,10666,7577,3302,3147,2120,12143
170,5856,8622,3414,2592,9119,474,7816,2608,3090,9870
171,8895,8453,6912,2214,9050,9697,5076,949,8357,4136
172,8563,9155,10786,10098,6857,4199,5272,723,8457,1263
173,11783,3087,6961,11984,707,10832,9993,324,3845,4966
174,2218,11884,1792,6596,11809,8717,4800,4198,2478,7325
175,6932,6700,3927,7007,5762,5989,204,6043,8616,8823
176,9028,9047,10383,5722,1901,6290,7418,943,8868,10860
177,9352,8292,715,8150,6659,6226,6476,4931,958,6830
178,9229,9603,1880,2014,8650,4673,8266,4581,930,10480
179,10278,1997,3518,5438,2732,3921,1554,10055,9130,3824
180,8690,10675,6794,10346,5834,11208,11999,11955,2953,8070
181,5241,8444,10862,10066,8224,12013,358,6302,534,1934
182,10083,10401,11261,10020,4296,10311,4628,10093,1450,7610
183,11512,10442,4298,10697,5690,7800,3314,11158,8079,3300
184,395,11752,3394,10736,7792,3099,11049,2620,5293,11098
185,9978,11305,8322,3599,368,6188,8266,3808,10310,3971
186,8192,4656,12098,12050,10199,11397,3230,4506,8555,188
187,8511,11338,151,11105,7463,10863,4401,9418,9737,9801
188,3053,10705,1405,4694,2487,11934,11120,2262,1376,5837
189,5710,11457,9425,736,850,4073,9824,1313,5846,2483
190,6566,5769,2806,6169,10882,9202,7531,541,9380,10870
191,4965,2778,1934,1644,6931,5487,11052,4151,4785,6734
192,1536,6916,2608,6603,11699,8194,2886,11600,2185,1978
193,11309,7735,10009,1678,44,7265,6101,4816,10139,10803
194,7149,9543,6651,8658,8938,10708,6091,11564,1771,5235
195,2678,7673,1458,1529,4174,8487,4150,1967,3381,2380
196,11353,2670,10577,1917,2827,2275,5889,6002,12104,4835
197,878,2849,7186,5640,8977,6530,4943,9256,7611,10828
198,760,11640,5306,10051,481,11940,5697,10199,1137,3556
199,1819,6496,3021,240,4147,3851,6633,3995,9651,10538
200,4843,7146,8435,9775,6937,12130,11001,6729,1949,5128
201,7499,7852,7547,6478,7965,671,4228,2215,6109,5193
202,8682,8267,6160,4506,4180,4010,2927,4774,6046,7676
203,3667,6725,6020,1665,471,12151,7554,4708,9864,4753
204,3201,7805,5311,6828,1350,11704,11112,375,9068,4116
205,9599,9081,10366,3074,3148,4014,907,6234,5343,5634
206,7538,3589,5262,6511,2482,6981,4203,5749,12141,9805
207,420,10073,1032,1963,9150,6546,7975,6222,6016,2428
